;text;result;predict_cl
5718;клиенту предложен e invoicing;отказ нет потребности;др продукт сб
5719;действующих кредитов нет;отказ нет потребности;не нужен\не может\не хочет
5720;заинтересованность в зп;отказ нет потребности;др продукт сб
5721;высокая нагрузка;отказ нет потребности;дорогие тарифы
5722;отказ не нужен автолизинг;отказ не устр параметры;отказ
5723;работают с рсхб;отказ нет потребности;др банк
5724;нет потребности гл бух;отказ нет потребности;не нужен\не может\не хочет
5725;учредители и руководители беларусы;отказ нет потребности;отказ
5726;реструктуризация оформлена;отказ продукт уже есть;реструктуризация
5727;ликвидация организации;отказ нет потребности;ликвидация
5728;работаетс наличкой;отказ не устр параметры;не нужен\не может\не хочет
5729;большая текучка кадров;отказ нет потребности;др банк
5730;сделка приостановлена;отказ сотруднич с др банком;не ведет деятельность
5731;не хотят общаться;отказ категорический отказ;не нужен\не может\не хочет
5732;не интересно для клиента;отказ нет потребности;не нужен\не может\не хочет
5733;отказ;отказ не устр параметры;отказ
5734;позвонить после уборки;отказ нет потребности;звонок
5735;не планируется;отказ нет потребности;не нужен\не может\не хочет
5736;отказалась от кредита;отказ нет потребности;отказ
5737;клиент нерезидент;отказ нет потребности;отказ
5738;нет поручитеоя;отказ не устр параметры;не нужен\не может\не хочет
5739;клиента кредит не интересует;отказ нет потребности;не нужен\не может\не хочет
5740;потребности в кредитовании отсутствует;отказ нет потребности;не нужен\не может\не хочет
5741;сейчас не интересно;отказ нет потребности;не нужен\не может\не хочет
5742;повт зв;отказ нет потребности;звонок
5743;отказ своими ср ми;отказ нет потребности;отказ
5744;кредит погашен;отказ категорический отказ;погашен
5745;клиенту не интересен продукт;отказ категорический отказ;не нужен\не может\не хочет
5746;клиент отказался от втречи;отказ категорический отказ;отказ
5747;приобретение тс не плвнируется;отказ нет потребности;не нужен\не может\не хочет
5748;нет надобности в лизинге;отказ нет потребности;не нужен\не может\не хочет
5749;нет потребности в предложенном;отказ нет потребности;не нужен\не может\не хочет
5750;обходятся союствееными силами;отказ нет потребности;не нужен\не может\не хочет
5751;николай николаевич;отказ нет потребности;мусор
5752;не кредитуемая отрасль микрофинансирование;отказ нет потребности;не нужен\не может\не хочет
5753;клиент зхакрыл деятельность;отказ нет потребности;не ведет деятельность
5754;не устраивает параметрам;отказ не устр параметры;условия
5755;не устраивает ставка процентная;отказ не устр параметры;отказ
5756;нет надобности в кредите;отказ нет потребности;не нужен\не может\не хочет
5757;кредитуются связанные компании;отказ нет потребности;др банк
5758;для клиентапродукт не актуален;отказ нет потребности;не нужен\не может\не хочет
5759;клиент справляется собственными средсвтами;отказ нет потребности;не нужен\не может\не хочет
5760;клиент отказывается нет необходимости;отказ нет потребности;не нужен\не может\не хочет
5761;клиент ошибочно вывставил заявку;отказ нет потребности;отказ
5762;кредитуются другие предприятия группы;отказ нет потребности;др банк
5763;в лизинге необхимости нет;отказ нет потребности;не нужен\не может\не хочет
5764;клиент;отказ нет потребности;отказ
5765;входят в гк;отказ продукт уже есть;голов. комп
5766;тос;отказ нет потребности;мусор
5767;работает с др банком;отказ нет потребности;др банк
5768;зи отказ нет потребости;отказ нет потребности;не нужен\не может\не хочет
5769;звонок;отказ не лоялен к банку;звонок
5770;нет потребности в крдитовании;отказ нет потребности;не нужен\не может\не хочет
5771;кредитование нет потребности;отказ нет потребности;не нужен\не может\не хочет
5772;кредитование не интерсует;отказ нет потребности;не нужен\не может\не хочет
5773;не пользуются гарантиями банка;отказ нет потребности;отказ
5774;отказ обходятся собственным средствами;отказ нет потребности;не нужен\не может\не хочет
5775;компания сегмента средний;отказ нет потребности;сегмент
5776;собственник не планирует кредитование;отказ нет потребности;отказ
5777;пока нет потреьности;отказ нет потребности;не нужен\не может\не хочет
5778;ип ликвидировано отказ;отказ нет потребности;ликвидация
5779;клиент отказывается от услуги;отказ нет потребности;отказ
5780;директор кредитами не пользуется;отказ нет потребности;отказ
5781;идет подготовка код;отказ продукт уже есть;др продукт сб
5782;нет контакта;отказ нет потребности;нет контактов
5783;подана заявка на факторинг;отказ нет потребности;не нужен\не может\не хочет
5784;потребности в кредите нет;отказ категорический отказ;не нужен\не может\не хочет
5785;клиент не кредитуется совсем;отказ категорический отказ;отказ
5786;выдали уже кредит;отказ нет потребности;есть кредит
5787;заблокированиа комплаенс;отказ нет потребности;ошибка выборки
5788;отказ не надо;отказ нет потребности;отказ
5789;работает сотрудник нет потребности;отказ нет потребности;не нужен\не может\не хочет
5790;ликвид;отказ нет потребности;ликвидация
5791;продукт неинтересен;отказ нет потребности;не ведет деятельность
5792;отказ нет необходимости;отказ нет потребности;отказ
5793;в настоящеевремя нет потребности;отказ нет потребности;не нужен\не может\не хочет
5794;деятельность ооо закрыта;отказ нет потребности;не ведет деятельность
5795;отказ кк ставка высокая;отказ не устр параметры;отказ
5796;отказ обходятся собст стредствами;отказ нет потребности;не нужен\не может\не хочет
5797;кредитование и лизинг неактуально;отказ нет потребности;не нужен\не может\не хочет
5798;сокращение деятельности;отказ нет потребности;не ведет деятельность
5799;кредитуем по структуре вабрента;отказ нет потребности;не соответсвует требованиям
5800;только депозиты;отказ нет потребности;не нужен\не может\не хочет
5801;отказ не требуется кредит;отказ нет потребности;отказ
5802;недозвон номер не отвечает;отказ нет потребности;не ответили
5803;используют все необходимые услуги;отказ нет потребности;не нужен\не может\не хочет
5804;нет потребности в эквайринге;отказ нет потребности;не нужен\не может\не хочет
5805;сельская местность;отказ нет потребности;территориально
5806;клиенту нет потребности;отказ нет потребности;не нужен\не может\не хочет
5807;нет контактов;отказ не устр параметры;нет контактов
5808;не учавствуют в тендерах;отказ нет потребности;не нужен\не может\не хочет
5809;клинт отказался;отказ нет потребности;отказ
5810;отказ жэу не кредитуются;отказ нет потребности;отказ
5811;не действующая по спарку;отказ нет потребности;не ведет деятельность
5812;клиенту лдостаточно собственных средств;отказ нет потребности;не нужен\не может\не хочет
5813;ки плохая;отказ нет потребности;не соответсвует требованиям
5814;ликвидировано егрюл;отказ нет потребности;ликвидация
5815;интересуют только банковские гарантии;отказ нет потребности;не нужен\не может\не хочет
5816;не кредитуется орг ия;отказ нет потребности;отказ
5817;отработано через пп;отказ не лоялен к банку;выполнено
5818;деятельности практически нет;отказ нет потребности;не ведет деятельность
5819;прокредитовалась как физическое лицо;отказ не устр параметры;фл
5820;бности;отказ нет потребности;не нужен\не может\не хочет
5821;экваринг уже есть;отказ нет потребности;др продукт сб
5822;клиент не желает услугу;отказ нет потребности;не нужен\не может\не хочет
5823;деятельность ип ликвидорована;отказ нет потребности;не ведет деятельность
5824;клиент не планирует кредитование;отказ не устр параметры;отказ
5825;деятельность не ведет;отказ не устр параметры;не ведет деятельность
5826;тэ опт торговля;отказ нет потребности;мусор
5827;подумает договорились созвониться;отказ нет потребности;думает
5828;отказ клиент не кредитуется;отказ нет потребности;отказ
5829;кредитование потребнсоти нет;отказ нет потребности;не нужен\не может\не хочет
5830;нравится в райфазене;отказ нет потребности;др банк
5831;большая гсз прокредитовал хмб;отказ нет потребности;др банк
5832;у менеджера другой км;отказ нет потребности;км
5833;запланировали на осень;отказ нет потребности;надежда есть
5834;клиенту достаточно собствееных средств;отказ нет потребности;отказ
5835;руководитель организации умер;отказ нет потребности;мусор
5836;не пользуются банковской гарантией;отказ нет потребности;не нужен\не может\не хочет
5837;деятельности нет счет закрыли;отказ нет потребности;не ведет деятельность
5838;кредит не нужен отказ;отказ нет потребности;отказ
5839;отказ от гарантии;отказ нет потребности;отказ
5840;выполнено отсутствует залог;отказ не устр параметры;выполнено
5841;боольшой обьем документов;отказ не устр параметры;много документов
5842;отказ от лизинга;отказ нет потребности;отказ
5843;организация ликвидировна;отказ нет потребности;ликвидация
5844;кредитование не интересует тел;отказ нет потребности;нет контактов
5845;не нужны лишние долги;отказ нет потребности;дорогие тарифы
5846;нет потребности заказов нет;отказ нет потребности;не нужен\не может\не хочет
5847;не хочет реструктуризацию;отказ нет потребности;отказ от реструктуризации
5848;нет потребности возможно позже;отказ нет потребности;надежда есть
5849;услуга не нужна клиенту;отказ нет потребности;не нужен\не может\не хочет
5850;потребности нет деятельность прекращена;отказ нет потребности;не ведет деятельность
5851;не интересует большие;отказ нет потребности;не нужен\не может\не хочет
5852;ничего не интересует;отказ нет потребности;не нужен\не может\не хочет
5853;дорого отказ от кредитования;отказ нет потребности;дорогие тарифы
5854;отказ достаточно собственных средств;отказ нет потребности;отказ
5855;нет потребност т;отказ нет потребности;не нужен\не может\не хочет
5856;пока не нужно клиенту;отказ треб продукт отсут ет;пока
5857;отказ нет залога;отказ нет потребности;отказ
5858;нет потребности не кредитуется;отказ нет потребности;не нужен\не может\не хочет
5859;в реструктуризации нет потребности;отказ нет потребности;отказ от реструктуризации
5860;проведена ранее;отказ продукт уже есть;выполнено
5861;кредитование категорически не интересно;отказ нет потребности;отказ категорический
5862;отказ нет потребности;отказ нет потребности;не нужен\не может\не хочет
5863;не потребности отказ;отказ нет потребности;не нужен\не может\не хочет
5864;нет потребности на сегодня;отказ нет потребности;не нужен\не может\не хочет
5865;кредитные ресурсы не интересуют;отказ нет потребности;отказ
5866;отказали в кредите;отказ не лоялен к банку;отказ
5867;не подходит под кредитовапние;отказ нет потребности;не нужен\не может\не хочет
5868;клиент ошибочно кликнул;отказ нет потребности;отказ
5869;кредитование для клиента неактуально;отказ нет потребности;отказ
5870;планируется рассмотреть вкл;отказ категорический отказ;не нужен\не может\не хочет
5871;покачто не интересно;отказ нет потребности;не нужен\не может\не хочет
5872;потр в кред отсутствует;отказ нет потребности;не нужен\не может\не хочет
5873;не устраивают процентные ставки;отказ не устр параметры;дорогие тарифы
5874;перенесено на кв;отказ нет потребности;надежда есть
5875;деятельность проекращена реорганизация предприятия;отказ нет потребности;не ведет деятельность
5876;клиент принципиально не кредитуется;отказ нет потребности;отказ
5877;ломбард;отказ не устр параметры;мусор
5878;достаточность собственных средств;отказ нет потребности;не соответсвует требованиям
5879;отказ деятельность не ведет;отказ нет потребности;не ведет деятельность
5880;оборот;отказ нет потребности;небольшие обороты
5881;отказ наличие кэптивного банка;отказ наличие кэптивного банка;кэптивный банк
5882;нет действующих кредитных линий;отказ категорический отказ;не нужен\не может\не хочет
5883;кредит е связанных компаний;отказ нет потребности;др продукт сб
5884;не кредитуются городская поликлиника;отказ нет потребности;отказ
5885;нет потребности;отказ нет потребности;не нужен\не может\не хочет
5886;расчетный счет клиент закрыл;отказ не лоялен к банку;счет закрыт
5887;тел не отвечает;отказ нет потребности;не ответили
5888;данные продукты не требуются;отказ нет потребности;не нужен\не может\не хочет
5889;пользкется только бг;отказ нет потребности;др продукт сб
5890;отказ некоммерческая организация;отказ нет потребности;отказ
5891;нет действующих кредитова;фз – отказ клиента;не нужен\не может\не хочет
5892;кредитный договор закрыт досрочно;фз – отказ клиента;досрочное гашение
5893;кредитуется только в сбербанке;отказ продукт уже есть;есть кредит
5894;счета арестованы;отказ нет потребности;проблемы
5895;прокредитовались в др банке;отказ нет потребности;др банк
5896;продукт уже есть;отказ продукт уже есть;др продукт сб
5897;есть действующих кредита;отказ нет потребности;есть кредит
5898;в работе кредитная сделка;отказ не устр параметры;надежда есть
5899;больше занимается деятельностью кафе;отказ нет потребности;не разговаривают
5900;клиента;отказ нет потребности;не нужен\не может\не хочет
5901;задача не по адресу;отказ нет потребности;дубль
5902;фирма закрывается;отказ нет потребности;не ведет деятельность
5903;закрывают кредиты;отказ нет потребности;погашен
5904;отказ достаточно действ овердрафта;отказ нет потребности;отказ
5905;переговоры проведены нет потребности;отказ нет потребности;не нужен\не может\не хочет
5906;оказывают услуги кредитоваться бессмыслено;отказ нет потребности;отказ
5907;не устраивает годовая ставка;отказ не устр параметры;отказ
5908;клиента не устроили;отказ нет потребности;условия
5909;спасибо не интересно предложение;отказ не устр параметры;не нужен\не может\не хочет
5910;у клиента другой км;отказ нет потребности;км
5911;пока потребности;отказ нет потребности;не нужен\не может\не хочет
5912;расширяться не планируют отказ;отказ нет потребности;отказ
5913;не требуется категорически отказ;отказ нет потребности;отказ категорический
5914;отказ клиента;отказ нет потребности;отказ
5915;счет закрыла камплайн;отказ нет потребности;счет закрыт
5916;клиент закрыл деятельность;отказ нет потребности;не ведет деятельность
5917;перенесен на год;отказ нет потребности;непонятно
5918;не нужд в продукте;отказ не устр параметры;не нужен\не может\не хочет
5919;отказ предложение неинтересно;отказ не лоялен к банку;отказ
5920;гостиница в стадии ликвидации;отказ нет потребности;ликвидация
5921;для клиента высокие тарифы;отказ не устр параметры;дорогие тарифы
5922;кредитмаи не пользуются;отказ нет потребности;не нужен\не может\не хочет
5923;не интересно уже звонили;отказ нет потребности;не нужен\не может\не хочет
5924;предложение не интересно наше;отказ нет потребности;не нужен\не может\не хочет
5925;нет потребности ставки высокие;отказ нет потребности;дорогие тарифы
5926;клиент отказался от зп;отказ нет потребности;отказ
5927;кредитуются в втб;отказ сотруднич с др банком;др банк
5928;размещ деп;отказ нет потребности;непонятно
5929;пока нет набирают оборота;отказ нет потребности;пока
5930;кредитование зво;отказ нет потребности;отказ
5931;не планируют приобретать автотранспорт;отказ нет потребности;не нужен\не может\не хочет
5932;переговоры проведены получен отказ;фз – отказ клиента;отказ
5933;не пользуются кредитование;отказ нет потребности;отказ
5934;отказ кредитование не планирует;отказ не устр параметры;отказ
5935;ликвидировано егрюл;отказ нет потребности;ликвидация
5936;отказ не нужен кредит;отказ нет потребности;отказ
5937;отказываются от услуг банка;отказ нет потребности;отказ
5938;все устраивет сейчас;отказ нет потребности;не нужен\не может\не хочет
5939;очень маленькие обороты;отказ не устр параметры;небольшие обороты
5940;кредитными средствами не пользуется;отказ не устр параметры;отказ
5941;имеется действующий кредит;отказ категорический отказ;есть кредит
5942;отказ кредитование не интерсено;отказ нет потребности;отказ
5943;категорический отказ от сотрудничества;отказ не лоялен к банку;отказ категорический
5944;неинтересно размещают нсо;отказ нет потребности;не нужен\не может\не хочет
5945;клиент в стадии ликвидации;отказ категорический отказ;ликвидация
5946;потрребности нет;отказ нет потребности;не нужен\не может\не хочет
5947;предложенные продукты не интересны;отказ нет потребности;не нужен\не может\не хочет
5948;плпохое финансовое положение;отказ нет потребности;не соответсвует требованиям
5949;кредит погашен рефинанс;фз – отказ клиента;погашен
5950;нет интереса в кредитовании;отказ нет потребности;не нужен\не может\не хочет
5951;кредитование сейча не интересует;отказ нет потребности;не нужен\не может\не хочет
5952;нет поручителя;отказ нет потребности;не нужен\не может\не хочет
5953;нет на месте перезвонить;отказ нет потребности;нет на месте
5954;отсутстует залог;отказ нет потребности;условия
5955;деятельнсоть организации фактически прекращена;отказ нет потребности;не ведет деятельность
5956;работают по предоплате;отказ нет потребности;условия
5957;тельных средствах не заинтересованы;отказ нет потребности;не нужен\не может\не хочет
5958;кд закрыт г;фз – отказ клиента;счет закрыт
5959;неактуально лизинг и кредитование;отказ нет потребности;не нужен\не может\не хочет
5960;проинформирован подумает;отказ не устр параметры;думает
5961;отказ клиент закредитован;отказ категорический отказ;отказ
5962;кк потребности нет;отказ нет потребности;не нужен\не может\не хочет
5963;клиент среднего бизнеса;отказ нет потребности;небольшие обороты
5964;организация официально ликвидирована;отказ нет потребности;ликвидация
5965;гк не наш сегмент;отказ нет потребности;сегмент
5966;нет залога дорого;отказ не устр параметры;дорогие тарифы
5967;отказ нет потребности;отказ нет потребности;не нужен\не может\не хочет
5968;директор в красной зоне;отказ не устр параметры;черная зона
5969;недеймтвующее ип;отказ нет потребности;не ведет деятельность
5970;надежда кредитование не интересно;отказ нет потребности;не нужен\не может\не хочет
5971;готовим заявку по кф;отказ не устр параметры;выполнено
5972;планирует закрытие счета;отказ нет потребности;не ведет деятельность
5973;исп;отказ нет потребности;выполнено
5974;отказ эквайринг;отказ нет потребности;отказ
5975;ольга сергеевна;отказ сотруднич с др банком;отказ
5976;не интересует пополнение ос;отказ нет потребности;не нужен\не может\не хочет
5977;работают собственными средствами;отказ нет потребности;не нужен\не может\не хочет
5978;просил не беспокоить;отказ нет потребности;не нужен\не может\не хочет
5979;нет неох ти кредитования;отказ нет потребности;отказ
5980;нет отказ не нужно;отказ нет потребности;отказ
5981;нелояльный к банку клиент;отказ нет потребности;не лоялен 
5982;клиент не имеет птребности;отказ нет потребности;не ведет деятельность
5983;услуга подключена клиентом ранее;отказ нет потребности;др продукт сб
5984;достаточно собственных средств;отказ нет потребности;не нужен\не может\не хочет
5985;сложное финансовое состояние;отказ нет потребности;не соответсвует требованиям
5986;ца предкред;отказ нет потребности;непонятно
5987;нет потребности контакт александр;отказ нет потребности;не нужен\не может\не хочет
5988;в кредитах не заинтересованы;отказ нет потребности;не нужен\не может\не хочет
5989;кредит не требуется;отказ категорический отказ;не нужен\не может\не хочет
5990;не захотела разговаривать;отказ нет потребности;не разговаривают
5991;головная организация в москве;отказ нет потребности;территориально
5992;управляющая компания не кредитуем;отказ не устр параметры;не ведет деятельность
5993;кредитование не интересно высоки;отказ нет потребности;не нужен\не может\не хочет
5994;потребность отсутствует работает юлия;отказ нет потребности;не нужен\не может\не хочет
5995;уже пользуется зарплатным проектом;отказ нет потребности;др продукт сб
5996;клиенту не требуется рефинансирование;отказ нет потребности;не нужен\не может\не хочет
5997;лпр нет;отказ нет потребности;не нужен\не может\не хочет
5998;пытаются обходится собственными средствами;отказ нет потребности;не нужен\не может\не хочет
5999;клиент не хочет разговаривать;отказ не лоялен к банку;не разговаривают
6000;назначен поаторный звонок;отказ нет потребности;звонок
6001;имеется;отказ продукт уже есть;др продукт сб
6002;нет нужно;отказ нет потребности;не нужен\не может\не хочет
6003;отказ высокий по кредитованию;отказ не устр параметры;не соответсвует требованиям
6004;продукт уже имеется;отказ нет потребности;др продукт сб
6005;отказ кредитование не интересует;отказ нет потребности;отказ
6006;не устраивают параметры;отказ нет потребности;условия
6007;предприятие закрывается;отказ нет потребности;не ведет деятельность
6008;не нужно ничего;отказ нет потребности;не нужен\не может\не хочет
6009;возможно пожойдет после праздников;отказ нет потребности;надежда есть
6010;км еремеева н;отказ нет потребности;км
6011;отказ клиента;отказ не устр цена продукта;отказ
6012;клиент обеспечен собственными ресурсами;отказ нет потребности;не нужен\не может\не хочет
6013;отказ обходятся собственными средствами;отказ нет потребности;не нужен\не может\не хочет
6014;нет побтребности;отказ нет потребности;не нужен\не может\не хочет
6015;проводятся работы по подключению;отказ нет потребности;не лоялен 
6016;нет потребности в креитовании;отказ нет потребности;не нужен\не может\не хочет
6017;от встречи отказ;отказ нет потребности;отказ
6018;против кредитования категорически;отказ категорический отказ;не лоялен 
6019;дубликат;отказ нет потребности;дубль
6020;нет сделки;отказ нет потребности;не нужен\не может\не хочет
6021;клиенту оставлена иформация;отказ нет потребности;выполнено
6022;не работают собственник умер;отказ нет потребности;мусор
6023;не планирует приобретать автотранспорт;отказ нет потребности;не нужен\не может\не хочет
6024;не устр параметры;отказ не устр параметры;условия
6025;закрывается;фз – отказ клиента;не ведет деятельность
6026;кредит погашен досрочно;отказ нет потребности;досрочное гашение
6027;клиент закрыл кредит;отказ треб продукт отсут ет;погашен
6028;нет залога высокие ставки;отказ нет потребности;дорогие тарифы
6029;пока кредиты не интресуют;отказ нет потребности;не нужен\не может\не хочет
6030;указанные контакты не актуальны;отказ нет потребности;нет контактов
6031;ольга владимировна;отказ нет потребности;мусор
6032;нетпотребности;отказ категорический отказ;не нужен\не может\не хочет
6033;rkl;отказ нет потребности;мусор
6034;обходятся собственными денежными средствами;отказ нет потребности;не нужен\не может\не хочет
6035;отказ клиента кредит закрыт;фз – отказ клиента;погашен
6036;клиент принадлежит сегменту скб;отказ не устр параметры;сегмент
6037;клиента не интересует;отказ нет потребности;не нужен\не может\не хочет
6038;клиент обслуживается в рсхб;отказ нет потребности;др банк
6039;не состоялась;отказ нет потребности;не нужен\не может\не хочет
6040;проблем нет кредит платят;отказ нет потребности;не нужен\не может\не хочет
6041;категорический отказ сбросили трубку;отказ не лоялен к банку;отказ категорический
6042;агролизинг дешевле;отказ сотруднич с др банком;дорогие тарифы
6043;принята заявка на реструктуризацию;отказ нет потребности;реструктуризация
6044;гск кредитование не интересует;отказ нет потребности;не нужен\не может\не хочет
6045;не планирует кредитоваться;отказ нет потребности;отказ
6046;кредитование никак не интересно;отказ нет потребности;не нужен\не может\не хочет
6047;реструктуризация по клиенту проведена;отказ нет потребности;реструктуризация
6048;счет закрыт ип закрыто;отказ нет потребности;не ведет деятельность
6049;клиент закрыл кфх;отказ нет потребности;счет закрыт
6050;отсутствует лимит кредитования;отказ нет потребности;не нужен\не может\не хочет
6051;дубликат;отказ нет потребности;дубль
6052;расширения сотрудничества с клиентом;отказ нет потребности;надежда есть
6053;клиент кредитуется в россельхозбанке;отказ нет потребности;др банк
6054;думают возможно минусовой баланс;отказ нет потребности;надежда есть
6055;не интересно счет закрыли;отказ нет потребности;счет закрыт
6056;счет открыт на коммунистеческая;отказ нет потребности;счет есть
6057;предложенные продукты не интересуют;отказ нет потребности;не нужен\не может\не хочет
6058;клиент не пользуется кредитоами;отказ нет потребности;не нужен\не может\не хочет
6059;ликвидировано ип;отказ нет потребности;ликвидация
6060;нет потребности в кс;отказ нет потребности;не нужен\не может\не хочет
6061;производство не кредетуем;отказ нет потребности;не нужен\не может\не хочет
6062;кредитование не интересует;отказ нет потребности;не нужен\не может\не хочет
6063;когда будет необходимо обратятся;отказ нет потребности;не нужен\не может\не хочет
6064;обходиться собственными средаствами;отказ нет потребности;не нужен\не может\не хочет
6065;фз – отказ клиента;фз – отказ клиента;отказ
6066;не нужно;отказ не устр параметры;не нужен\не может\не хочет
6067;отказ банка;отказ нет потребности;отказ
6068;направлено ком предлоджение;отказ нет потребности;выполнено
6069;телефон не активен;отказ нет потребности;нет контактов
6070;уменьшилась плкупательная способность;отказ не устр параметры;небольшие обороты
6071;потребности в кредитовании нет;отказ не устр параметры;не нужен\не может\не хочет
6072;отказ срок ведения деятельности;отказ не устр параметры;не ведет деятельность
6073;существует менее месяцев;отказ нет потребности;не ведет деятельность
6074;колхоз на стадии закрытия;отказ нет потребности;не ведет деятельность
6075;отказ достаточно собств средств;отказ нет потребности;отказ
6076;по найденному тел выкл;отказ нет потребности;нет контактов
6077;ухудшенин фин состояния;отказ нет потребности;не соответсвует требованиям
