;Unnamed: 0;TEXT;class
9513;9906;решается вопрос закрытии бизнеса;не нужен\не может\не хочет
9514;9907;клиента наши терминалы дополнительные не_требуются кредитование ближайшее время не_рассматривают не_менее согласилась мной встречу;не нужен\не может\не хочет
9515;9908;не_возможно дозвониться одному телефону произведен поиск телефонов спарк интернете отсутствуют данные системе сббол выслано сообщение просьбой связаться;нет контактов
9516;9909;орлов герман викторович контактный телефон основной деятельности производство доставка монтаж арматуры выручка компании спарк выручка компании слов клиента каких банках обслуживается сбербанк какими продуктами пользуется основные условия сббол предложение лизинга нет_предложение факторинга нет_предложенные продукты банка кредитование депозит комментарии клиента овердрафт не_рассчитывается залоговое кредитование не_актуально отсутств;др банк
9517;9910;клиент занимается сдачей аренду коммерческой недвижимости помещение договорились провести встречу территории банка;аренда
9518;9911;артур сосоевич оформил страхование прошлом месяце кредитование пока не_требуется будущее исключает эквайринг не_подходит контрагенты клиент занимается строительством;др продукт сб
9519;9912;назначена встреча;встреча
9520;9913;горохов михаил вадимович деятельности деятельность агентов оптовой торговле универсальным ассортиментом товаров арбитраж нет_нет_госзаказы нет_разговаривала сейчас действующий кредит пока не_выплатят брать новый не_планируют лизинг нет_потребности эквайринг пока нет;не ведет деятельность
9521;9914;необходимо предложить клиенту сменить тарифный план также предложить лизинг юлия александровна номер мостоянно занят перезвонить след неделе;занято
9522;9915;некторов александр_анатольевич контактный телефон основной дейтельности деятельность области права выручка компании спарк выручка компании слов клиента каких банках обслуживается сбербанк какими продуктами пользуется основные условия предложенные продукты банка кредитование проект экваринг предложение лизинга предложение факторинга комментарий клиента комментарий звонка директор александр_анатольевич замечаний обслуживанию нет;др продукт сб
9523;9916;клиент просил перезвонить руководителя месте нет_больничном;нет на месте
9524;9917;отказ нет_потребности;отказ
9525;9918;экспресс овердрафту рассчитанная сумма клиента плохая нет_возможности оформить заявку;рассчитан овердрафт
9526;9919;повторная встреча;встреча
9527;9920;назначена встреча;встреча
9528;9921;счет клиента заблокирован службой комплаенс;ошибка выборки
9529;9922;лизинг подали заявку отказались зпроект кредит страх отказ;отказ
9530;9923;томографикс багдинова анна николаевна научные исследования разработки области естественных технических наук прочие выручка овер не_рассчитывается назначена встреча вопросам подключения;подключен
9531;9924;номерам телефонов указанным карточке организации никто не_поднимает трубку данным стешин компания завершала свою деятельность конце данным спарк новое лицо единственный учредитель новый;не ведет деятельность
9532;9925;назначена встреча сегодня;встреча
9533;9926;назначена встреча;встреча
9534;9927;утра уточнить время звонком;отказ
9535;9928;нет_контактных телефонов клиента;нет контактов
9536;9929;овер не_расчитывается заключено контракта сумму артур собственник сказал передаст контакты директору согласования встречи конце москве;клиент согласен на
9537;9930;лидия владимировна январе встретиться не_позвонить подтвердить встречу;встреча
9538;9931;валентина ивановна глав эквайринг не_актуально не_используют обходятся собственными средствами платежеспособны слов бухгалтера;не нужен\не может\не хочет
9539;9933;позвонить назначить время встречи;встреча
9540;9934;клиентом ведутся переговоры оборотному кредитованию клиент направлен верификацию ранее клиенту очищали кредитную историю;переговоры
9541;9935;клиент планирует приобрести транспортное средство обещал подойти банк консультацией планах весной купить;надежда есть
9542;9936;назначена встреча;встреча
9543;9937;гажур оксана викторовна татьяна торговля розничная преимущественно пищевыми продуктами включая напитки табачными изделиями неспециализированных магазинах выручка эквайринг назначена встреча;встреча
9544;9939;встреча назначена;встреча
9545;9940;назначена встреча клиентом;встреча
9546;9941;назначена;надежда есть
9547;9942;осуществлен звонок клиенту беличенко контактный номер телефона результат клиент просил перезвонить после;звонок
9548;9943;назначена встреча переговоров;встреча
9549;9944;разговаривала людмилой владимировной категорически отказывается данных предложений рынок агро отказ сотрудничества пользуются никакие другие продукты не_нужны;отказ категорический
9550;9945;результатам переговоров достигнута договоренность заключение зарплатного проекта;надежда есть
9551;9946;клиентом проведена встреча запуску зарплатного проекта корпоративная карта клиента эквайринге нет_потребности роду деятельности;не ведет деятельность
9552;9947;проведена подробная презентация депозитам деньги постоянно нужны депозиты не_подходят возможен вариант короткие сроки хотят обсудить;надежда есть
9553;9948;назначена встреча белкиной зарплатному проекту;встреча
9554;9949;клиент не_очень лоялен звонил договориться встрече встренчаться не_хочет банке не_нужно расширений отношений не_хочет;не лоялен 
9555;9950;вопрос банковской гарантии общего договора;не нужен\не может\не хочет
9556;9951;работе сделка факторингу клиентам интересен лизинг др_кредитные продукты банка приоритетной задачей организации не_является связи этим клиенты долго предоставляют документы головной офис вместе глав бухом диром находится москве находится приглашен семинар факторингу;сделка
9557;9952;звонок клиентом исмагилова гюзель николаевна должность руководитель место встречи офис банка телефон клиента повод активности привлечение кредитование предложено экспресс ипотека назначена встреча дата назначенной встречи;встреча
9558;9953;маграби осама контактный телефон основной деятельности оптовая торговля фурнитурой выручка компании спарк выручка компании слов клиента нет_инфо каких банках обслуживается сбербанк россии какими продуктами пользуется основные условия кредит предложенные продукты банка депозит страхование корп карта предложение лизинга не_планирует предложение факторинга не_пост сети комментарий клиента клиент согласен встречу комментарий звонка достигн;клиент согласен на
9559;9954;отказ встречи;отказ
9560;9955;предложение заключению не_актуально продукт кредитование не_интересует форме;отказ
9561;9956;клиента выявлена потребность предоставление финансировании контрактной деятельности назначен повторный звонок уточнения даты времени встречи;звонок
9562;9957;встреча место банк информация бизнесе розничная мелкооптовая торговля продовольственными товарами кроме торговли автотранспортными средствами мотоциклами результат сделка план действий сделка дата след встречи нет_продуктов банках конкурентах;сделка
9563;9958;разговаривала василием аркадьевичем финансовый директор назначена встреча;встреча
9564;9959;назначена встреча;встреча
9565;9960;встречу назначили второй половине;встреча
9566;9961;клиент производитель не_можем предложить данный продукт;др продукт сб
9567;9962;предыдущий воронина анна работали ранее назначена встреча кредиты не_рассматривают сейчас;встреча
9568;9963;встреча;встреча
9569;9964;перезвонить;звонок
9570;9965;встреча;встреча
9571;9966;встреча;встреча
9572;9967;текущий момент клиента нет_потребности подключении дополнительных услуг ноябре плиенту предоставлен кредит оформлена защита разговор относительно проекта клиента меняется состав сотрудников;не нужен\не может\не хочет
9573;9968;назначена встреча офисе клиента;встреча
9574;9969;назначена встреча;встреча
9575;9970;назнчена встреча;встреча
9576;9971;виду деятельности кредитование невозможно нет_необходимости конверсионными операциями не_занимаются;отказ
9577;9972;клиентом назначена встреча продукту корпоративная карта;встреча
9578;9973;лимит не_рассчитался переговоры оксана интерес займов учредителю не_подключен встреча депозит не_интересен деньги постоянно обороте;встреча
9579;9974;клиент относится жилстрой относится среднему бизнесу;не ведет деятельность
9580;9975;назначена встреча года;встреча
9581;9976;кредитные продукты лизинг не_интересует;др продукт сб
9582;9977;назначена встреча;встреча
9583;9978;встреча запланирована конца;встреча
9584;9979;клиенту назначена встреча проведения переговоров привлечение продукты банка;встреча
9585;9980;назначена встреча;встреча
9586;9981;назначена встреча;встреча
9587;9983;лимит овердрафта кредитные не_интересны светлана николаевна валентина викторовна интерес егаис озвучена стоимость бухгалтер пообщалась пока разбираются складскими программами приводят порядок кассах магазин будут думать концу месяца повт звонок;отказ
9588;9984;назначена встреча;встреча
9589;9985;клиента;не нужен\не может\не хочет
9590;9986;назначена встреча;встреча
9591;9987;назначена встреча;встреча
9592;9988;назначена встреча следующий месяца сейчас нет_потребности дополнителных продуктах входит группу компаний сервиссртой этой организации действующий кредит конца пользуются всеми услугами сббол;встреча
9593;9989;клиент планирует открыть карту назначена встреча банке;встреча
9594;9990;назначена встреча;встреча
9595;9991;назначена встреча года;встреча
9596;9992;не_рассчитался лизинг не_интресен подумают;интересует
9597;9993;проведение встречи предмет знакомства предложения комплексного обслуживания;встреча
9598;9994;клиенту интересно оформлению кредита доверие назначена встреча;встреча
9599;9995;клиент использует бизнесе собств потребности кредитовании нет_отказ депозите;не нужен\не может\не хочет
9600;9996;клиент обращался ранее кредитованием верификатор пришел красной зоной учредитель имеет финансово кредитную организацию;черная зона
9601;9997;назначена встреча;встреча
9602;9998;назначена встреча клиент занимается оптовой торговлей металлами металлическими рудами;встреча
9603;9999;разговаривал директором организации ближайшее время нет_возможности встереться обсудили условия клиент записал контакты договорились созвониться начале следующей недели;звонок
9604;10000;назначена встреча;встреча
9605;10001;общался бухгалтером не_дает номер руководителя записала позиционировал встречу знакомства составления плана дальнейшие шаги нужно не_нужно такой формат вроде заинтересовал ждем звонка конца недели не_перезвонит связаться самому;встреча
9606;10002;встреча;встреча
9607;10003;назначена встреча;встреча
9608;10004;встреча состоялась кредитование вообще не_рассматривают впринципе не_кредитуются пользуются свободные средства редко бывают размещ депозиты пугают цены обслуживанию счета;не нужен\не может\не хочет
9609;10005;назначена встреча;встреча
9610;10006;кредитование не_интересует;отказ
9611;10007;потребность кредите доверие;не нужен\не может\не хочет
9612;10008;назначена встреча;встреча
9613;10009;азначена встреча вторник группа связанных компаний;группа компаний
9614;10010;назначена встреча;встреча
9615;10011;встреча;встреча
9616;10012;клиента закрыт;счет закрыт
9617;10013;клиента заинтересоавл овер;др продукт сб
9618;10014;назначена встреча;встреча
9619;10015;счет заблокирован комплаенс;ошибка выборки
9620;10016;выручкой более;дорогие тарифы
9621;10017;клиент определяется маркой автомобиля;отказ
9622;10018;встреча место банк;встреча
9623;10019;назначена встреча;встреча
9624;10020;клиент сегодня не_рассматривает кредитование не_устраивает ставка возникнет_потребность подойдет офис корп карту не_вопрос отчитываться налоговой старается не_делать лишних телодвижений;отказ
9625;10021;переехал перевел основной оборот новый счет туда перевел зарплатник ехать неудобно курсе всех продуктов позвонит понадобится общалась бухгалтером;небольшие обороты
9626;10022;разговаривал клиентом вданное время вообще не_пользуется кредитами собств проект не_треб;отказ
9627;10024;назначена встреча расширенной консультации;встреча
9628;10025;руководитель приглашен встречу перехода предложения кредитованию;встреча
9629;10026;результат относится иртас сервис яремчук роман план действий передача феврале месяце;сегмент
9630;10027;совершен звонок клиенту декабре выдан экспресс овердрафт коробка страхование срок;отказ
9631;10028;отказ нет_потребности;отказ
9632;10029;встреча;встреча
9633;10030;клиент не_ближайшее время привлекать кредитные средства собственных средств достаточно ведения бизнеса нет_продуктов;отказ
9634;10031;клиент относится сегменту данным спарк слов клиента годовая выручка организации составляет переговоры учредителем директором брик юрием анатольевичем;сегмент
9635;10032;клиент пользуется расчетным счетом клиенту рассчитан лимит экспресс овердрафта рассчитанный лимит деятельности розничная торговля ювелирными украшениями назначена встреча;рассчитан овердрафт
9636;10033;кредитование пользуется собственными средствами эквайринг нецелесообразно;не нужен\не может\не хочет
9637;10034;текущий момент не_заинтересованы каком кредитовании;не нужен\не может\не хочет
9638;10035;наследующей недели клиент придет банк интерес проекту человек;надежда есть
9640;10037;проведена встреча клиентом клиент сенябре прокредитован планирует кредитование следующем году эквайринг не_нужен отсутствует точка продаж;встреча
9641;10038;собираем документы;документы
9642;10039;оквэд не_кредитующийся строительство организация пока деятельность не_ведет начинают запускать новое направление многоэтажное строительство получают пока отказ;не ведет деятельность
9643;10040;клиент пользуется эквайрингом нашем банке кредитованию не_соответствует минимальным требованиям продукту;не соответсвует требованиям
9644;10041;клиент думает переговорила перезвонить;интересует
9645;10042;клиент отказался кредитования страхоывания кредитах нет_потребности;отказ
9646;10043;назначена встреча банке;встреча
9647;10044;назначена встреча;встреча
9648;10045;назначена встреча территории клиента павлова;встреча
9649;10046;клиентом назначена встреча;встреча
9650;10047;договорились встречу кредитованию следующей недели созвонмся вторник;встреча
9651;10048;назначена встреча;встреча
9652;10049;назначена встреча наталья;встреча
9653;10050;руководитель сменился новомцу руководителю не_интересно не_хочет разговаривать;не разговаривают
9654;10051;клиент предоставит документы;документы
9655;10052;кредитование не_интересует пользуется теми продуктами которые дополнительно не_требуется;отказ
9656;10053;получено согласие клиента встречу;клиент согласен на
9657;10054;звонок клиенту ходе переговоров клиент сообщил данный момент необходимые продукты банка использует иных не_нуждается также выраженно много негативной информации поводу продукта самоинкассация клиента неоднократно возникали проблемы просьба доработать продукт;обратится сам
9658;10055;назначена встреча вопросу кредитования;встреча
9659;10056;назначена встреча целью углубления отношений;встреча
9660;10057;находится не_городе просила перезвонить повторный звонок;звонок
9661;10058;головная компания находится москве решения омске не_принимаются;территориально
9662;10059;клиента данный момент нет_потребности одному предлагаемых продуктов;пока
9663;10060;кредитными средствами не_интересуются;отказ
9664;10061;назначена встреча;встреча
9665;10062;клиентом встреча экспресс овердрафт не_получится оформить постоянных поступлений нет_имеются кассовые разрывы ходе встречи клиента перспективу заинтересовал экваринг штат человека около розница открылась другую радужная оптика скорее всего будем делать эквайринг;встреча
9666;10063;назначена встреч территории клиента пушкина;встреча
9667;10064;находятся ивановской области обслуживание очень дорогое менеджеров постоянно меняют ездить далеко клиент своем лексиконе_применяет нецензурную брань;территориально
9668;10065;встреча проведена главным бухгалтером предложены следующие продукты корпоративная карта кредитование страхование клиента заинтересовал продукт корпоративная карта оборотное кредитование льготные проценты информация передана руководителю решении сообщено;др продукт сб
9670;10067;данному клиенту назначена встреча общение прошло директором богославский эдуард эдуардович подробный комментарий встречи;встреча
9671;10068;сверчков михаил александрович сможет встретится понедельник встреча заведена всрм выручка более;встреча
9672;10069;клиент находится другом регионе_пензе нет_представителей пензу не_приезжают компании сотрудников мало нет_потребности оформлять данный момент работает своими средствами кредит не_нужен отказ страхования не_хочет нести расходы;не нужен\не может\не хочет
9673;10070;встреча феврале депозиты;не нужен\не может\не хочет
9674;10071;клиент обещал подумать возникнет_потребность самостоятельно обраться банк;обратится сам
9675;10072;клиент просил перезвонить;звонок
9676;10073;кредитование не_интересуют назначена встреча директором лизингу;встреча
9677;10075;закрыт счет направлен переводе архив;не ведет деятельность
9678;10076;назначена встреча;встреча
9679;10077;отказ нет_потребности кредитовании дост собств средств;не соответсвует требованиям
9680;10078;категорический отказ зарплатного проекта кредитоваться не_планируют перспективе;отказ категорический
9681;10079;назначена встреча;встреча
9682;10080;переговоры директором экспресс овер не_рассчитался предложены др_виды кредитования отказ клиента не_кредитуется вообще справляется собственными средствами размещения депозит денег свободных настоящий момент нет_бизнесе не_актуально нет_розничной точки оставлены контакты перспективу;дорогие тарифы
9683;10081;назначена встреча феврале;встреча
9684;10082;данных продуктах клиент не_заинтересован;нет контактов
9685;10083;клиентом назначена встреча;встреча
9686;10084;руководство назначен повторный звонок;звонок
9687;10085;клиент пихтельковой отпуске;не ответили
9688;10086;назначена встреча;встреча
9689;10087;встреча клиента;встреча
9690;10088;клиент не_кредитоваться были просрочки уплате кредита реструктуризация корпоративная карта не_устраивает дорогой тариф мнению клиента снятие наличных;дорогие тарифы
9691;10089;клиент всего отказался сказал счет закрыл были приостановления поэтому переходит др_банк никакие продукты не_интересны больше нами не_сотрудничает;счет закрыт
9692;10090;клиента были запрошены документы рамках вместо получено согласие закрытие счета однако ифнс были выставлены ограничения проведение операций не_выше очереди препятствует закрытию рамках последних переговоров руководителем получена информация ифнс решаться вопрос не_отсутствуют учредительные документы печать расчетный счет не_работает;не соответсвует требованиям
9693;10091;назначена встреча;встреча
9694;10092;клиента потребности кредитовании нет_встречи отказывается абсолютно точно кредит не_нужен предложено также страхование жизни здоровья коробка пока такой потребности клиента нет;не нужен\не может\не хочет
9695;10093;назначена сделка зарплатному проекту заявление передано специалисту;сделка
9696;10094;занимаются сдачей аренду недвижимости рефинансировали кредит сбербанка низкую ставку данный момент новом кредите потребности нет_рефинанс кредита ставку такую сделку предложить не_можем овердрафт не_рассчитывается обороты переведены карта не_интересна поскольку никаких операций наличными не_проводит заключили обязат пункт кредитном договоре назначена встреча обсуждения перспектив сотрудничества предложения услуг;род деятельности
9697;10095;должность телефон осуществлен звонок гвоздева ольга состав собственников нерезиденты лица оквэд деятельности производство перегородок офисных спарк нет_арбитраж судебные разбирательства нет_выручка обороты счету последние участвует тендерах предлагаемый продукт лимит ставка кредит договоренности клиент согласен встречу обсуждения продуктов привлечения банке;клиент согласен на
9698;10096;лизинг не_нужен полученный овер купили оборудование кредитование не_интересно;др продукт сб
9699;10098;назначена встреча;встреча
9700;10099;клиентом достигнута договоренность встречу рекомендуемым продажам согласно компании продажа продуктов единой базе вторичных продаж кодом продммб;клиент согласен на
9701;10100;директор отказался встречи словам организация году прекращает свою экономическую деятельность;не ведет деятельность
9702;10101;финансировании виде кредита нет_интересует приобретение грузовой техники модель самосвал осный шанхси интересуют поставщики договорились созв след неделе более подробной консультации совместно сотруд сбербанк лизинга данные клиенту переданы начальнику хамзину связи моих уходом отпуск;нет контактов
9703;10102;клиент пользуется счетом уралсибе территориальной удаленности сбербанка имеет зарплатный проект счет является основным нашем банке ничем кроме корп карт не_пользуется договорились сегодня подъедет отделение проведения переговоров;счет есть сб
9704;10103;встреча место клиент информация бизнесе клиент занимаетя оптовая торговля молочными продуктами результат клиент отказался кредитования нет_потребности заинтерисовался эмиссии план действий формирование реестра выпуск карт дата след встречи основной бинбанк;отказ
9705;10104;отребности дополнительных продуктах настоящее время клиента нет;не нужен\не может\не хочет
9706;10105;не_требуется виду деятельности лизинг не_интересует клиент не_интересуется кредитами;не ведет деятельность
9707;10106;встреча;встреча
9708;10107;группа компаний вест континентал контейнер лайн;группа компаний
9709;10108;клиент заказал референцию встреча офисе предложение кредитования др_продуктов группа компаний;группа компаний
9710;10109;назначена встреча директором;встреча
9711;10110;отказ встречи активно пользуется работника проект не_нужен страхование овердрафт прочее кредитование не_интересно;отказ
9712;10112;назначена встреча;встреча
9713;10113;назначена встреча;встреча
9714;10114;нет_потребности;не нужен\не может\не хочет
9715;10115;клиент обслуживается филиале жуковский;др банк
9716;10116;встреча клиентом банке;встреча
9717;10117;встреча офисе клиента подготовлены оставлены коммерческие предложения кредитованию страхованию коробка стабильный бизнес;встреча
9718;10118;клиент входит сиброн головная компания сиброн сервис данным компаниям не_кредитуются;не ведет деятельность
9719;10119;клиента база отдыха маково володарского данный момент бизнес не_ведется виду отсутствия клиентов деятельность носит сезонный характер кредитование сейчас не_требуется страховых продуктов клиент категорически отказалась след встреча весной;сезонный бизнес
9720;10120;потребность кредитовании программе нужна более подробная информация назначена встреча;встреча
9721;10121;назначена встреча обсужддения возможности сотрудничества не_актуален ращрывы поступлениях расчетный счет;встреча
9722;10122;клиентом назначена встреча клиента овер необходимы оборотные средства;встреча
9723;10123;встреча место банк информация бизнесе занимаются сдачей спецтехники аренду строительным организациям продажей стройматериалов результат запланирован перевод зарплатного проекта банка левобережный план действий указывается предполагаемая дата след встречи перечень вопросов обсуждению данный момент идет предоставление документов рамках комплайнс документы рассмотрены отрицательным результатом планируется закрытие левобережный основной левобережный;род деятельности
9724;10124;встреча подробной консультации;встреча
9725;10125;назначена встреча;встреча
9726;10126;никаких банковских продуктах необходимости нет_разговаривала представителем виталием;не нужен\не может\не хочет
9727;10127;нет_потребности сеггодняшний момент отправлено предложение корп карте нужна консультация карте проконсультировала;не отработана. перенесена
9728;10128;встреча после;встреча
9729;10129;обсуждение условий кредитованию инвойсинг;др продукт сб
9730;10130;назначена встреча ближайшее время не_планируют;встреча
9731;10131;клиент относится сегменту неверная выборка;сегмент
9732;10132;назначена встреча;встреча
9733;10133;клиентом назначена встреча;встреча
9734;10134;встреча клиентом назначена;встреча
9735;10135;назначена встреча предложить кредитовать размещение;встреча
9736;10136;имеют зарплатный проект корп карту озвучила возможность размещения депозита заинтересованность решили пока не_размещать дополнительных продуктов встречи отказались кредитах не_нуждаются займы дают учредители;отказ
9737;10137;переговоры проведены назначена встреча;встреча
9738;10138;клиенту необходим кредит отказывает допускалась просрочка банке кредит выдает банке авангард назначена встреча подключения инвосинг;подключен
9739;10139;категорический отказ;отказ категорический
9740;10140;данного клиента головное отделение находится москве;территориально
9741;10141;клиентом регулярно проводятся переговоры собственник постоянно проживает краснодаре сочи не_бывает случае поездки сочи готов встречу году клиентом проводились переговоры вопросу кредитования продукт доверие обращался своей взаимосвязанной организации краснодаре;переговоры
9742;10142;вопрос финансиаровнию не_актуален проведена встреча компании предодобренный кредит сумме более потребности нет_гасят досрочно;не нужен\не может\не хочет
9743;10143;клиент занимается производством обуви помещение аренде кредитование не_планирует помещение покупать не_хочет оборудование не_обновлять сырье пополняют выручки клиенту оставлены контакты встречаться сейчас не_ввиду загруженности возникнут вопросы позвонит повторный звонок апреле;аренда
